OBJECTID,COD_VOLCAD,A├æO,FECHA,EVENTO_SIR,COD_SIGAU,COD_ESPEC,NOMBRE_COM,DAP,H,DC,AC,AI,PPT,VV,EM_COD,ESPACIO,LOC_COD,LOC_NOM,BARRIO,X,Y,mes,nombre_mes
1624,V1624,2018,2018-04-17,NO REGISTRA,15010202000310,4,Pino candelabro,0.0,7.07984483,0.0,0.0,0,1.0,3.3,H4,PUBLICO,15,ANTONIO NARI├ö├Â┬úÔö£┬¬O,LUNA PARK II SECTOR,-74.098566803,4.588652368,4.0,April
1625,V1625,2018,2018-04-17,4950156,01011001000163,94,Sauco,2.2,5.70675516,4.9,3.7494017,6,0.0,3.5,L3,PUBLICO,1,USAQUEN,LA CALLEJA,-74.05005381,4.707026563,4.0,April
1626,V1626,2018,2018-04-18,4952918,02010705000227,189,Calistemo,1.12,5.59478706,5.7,3.64462204,0,1.0,3.4,U10,PUBLICO,2,CHAPINERO,URBANIZACION EL CHICO,-74.055168784,4.673687807,4.0,April
1627,V1627,2018,2018-04-19,4953297,01020903000258,25,Acacia japonesa,0.93,11.64716916,12.1,8.0659671,2,0.0,2.3,L2,PUBLICO,1,USAQUEN,SANTA BARBARA CENTRAL II Y V SECTOR,-74.036868384,4.700161492,4.0,April
1628,V1628,2018,2018-04-19,NO REGISTRA,02010803000129,61,"Jazmin del cabo, laurel huesito",1.49,8.62202609,10.8,5.63113206,14,0.0,3.3,P1,PUBLICO,2,CHAPINERO,URBANIZACION EL CHICO,-74.055137216,4.674721029,4.0,April
1629,V1629,2018,2018-04-19,4953403,11010305001161,26,"Acacia negra, gris",2.45,12.42322846,12.5,9.20561028,3,0.0,3.2,H4,PUBLICO,11,SUBA,CONJUNTO ALHAMBRA SECTOR SUR ORIENTAL COLPATRIA,-74.058590785,4.69647973,4.0,April
1630,V1630,2018,2018-04-19,4953462,13021601000199,79,"Chicala, chirlobirlo, flor amarillo",0.0,3.47881401,0.0,0.0,0,0.0,2.8,U13,PUBLICO,13,TEUSAQUILLO,ALFONSO LOPEZ,-74.076075834,4.637314915,4.0,April
1631,V1631,2018,2018-04-20,4953692,11011304000528,26,"Acacia negra, gris",1.25,16.48533217,18.2,10.34420542,3,0.2,4.1,H5,PUBLICO,11,SUBA,NUEVO CORINTO,-74.10033968,4.726844974,4.0,April
1632,V1632,2018,2018-04-23,4956674,02020101000102,26,"Acacia negra, gris",0.13,1.86,2.6,0.31,3,0.0,4.8,P1,PUBLICO,2,CHAPINERO,UNIVERSIDAD JAVERIANA,-74.062514675,4.629853535,4.0,April
1633,V1633,2018,2018-04-24,NO REGISTRA,NO REGISTRA,79,"Chicala, chirlobirlo, flor amarillo",0.0,0.0,0.0,0.0,0,0.0,4.1,P1,PRIVADO,11,SUBA,EL CERRO,-74.079171244,4.751171074,4.0,April
1634,V1634,2018,2018-04-24,4957862,02010405000103,106,NN,1.2,8.0,6.15,5.56932319,0,0.0,3.5,U13,PUBLICO,2,CHAPINERO,BARRIO EL NOGAL,-74.052372143,4.66314015,4.0,April
1635,V1635,2018,2018-04-24,4957864,16010702000115,14,Eucalipto pomarroso,0.0,1.48,0.0,0.0,0,0.2,3.8,U11,PUBLICO,16,PUENTE ARANDA,RICAURTE OCCIDENTAL,-74.099079155,4.607921775,4.0,April
1636,V1636,2018,2018-04-24,NO REGISTRA,NO REGISTRA,25,Acacia japonesa,0.0,0.0,0.0,0.0,0,1.2,3.7,H5,PUBLICO,10,ENGATIVA,HUMEDAL DEL JABOQUE,-74.144218496,4.721996018,4.0,April
1637,V1637,2018,2018-04-25,4959790,16021003000526,37,Caucho sabanero,0.0,3.05730681,0.0,0.0,0,2.3,3.5,L2,PUBLICO,16,PUENTE ARANDA,URBANIZACION LA GUACA,-74.116023359,4.602555239,4.0,April
1638,V1638,2018,2018-04-26,4960213,NO REGISTRA,189,Calistemo,0.0,0.0,0.0,0.0,0,7.3,3.9,U13,PUBLICO,8,KENNEDY,URBANIZACION TIMIZA,-74.157781536,4.610573548,4.0,April
1639,V1639,2018,2018-04-26,4960213,NO REGISTRA,189,Calistemo,0.0,0.0,0.0,0.0,0,7.3,3.9,U13,PUBLICO,8,KENNEDY,URBANIZACION TIMIZA,-74.157781536,4.610573548,4.0,April
1640,V1640,2018,2018-04-26,NO REGISTRA,02020205000566,61,"Jazmin del cabo, laurel huesito",0.0,4.98166735,7.15,3.9641278,10,8.3,2.9,L3,PUBLICO,2,CHAPINERO,LAS ACACIAS,-74.052362684,4.650697928,4.0,April
1641,V1641,2018,2018-04-26,NO REGISTRA,02020205000567,61,"Jazmin del cabo, laurel huesito",0.58,3.92811662,3.35,2.11480558,10,8.3,2.9,L3,PUBLICO,2,CHAPINERO,LAS ACACIAS,-74.05235613,4.650730179,4.0,April
1642,V1642,2018,2018-04-27,4962159,05011105000439,189,Calistemo,0.55,7.98485168,4.6,6.36205294,4,1.0,4.2,U10,PUBLICO,5,USME,URBANIZACION MIRAVALLE,-74.12018383,4.513969787,4.0,April
1643,V1643,2018,2018-04-27,4962160,11010803000918,26,"Acacia negra, gris",1.8,17.27301452,14.7,10.90849665,3,5.7,3.7,H4,PUBLICO,11,SUBA,URBANIZACION CORDOBA,-74.062355193,4.708295075,4.0,April
1644,V1644,2018,2018-04-27,NO REGISTRA,NO REGISTRA,189,Calistemo,0.0,0.0,0.0,0.0,0,3.5,5.3,L3,PUBLICO,1,USAQUEN,URBANIZACION BOSQUE DE MEDINA,-74.028556871,4.710129412,4.0,April
1645,V1645,2018,2018-04-27,4962460,01022002000408,15,Eucalipto plateado,1.8,14.0,10.0,12.66155404,0,4.4,5.1,L2,PUBLICO,1,USAQUEN,URBANIZACION BELMIRA,-74.028666804,4.718110341,4.0,April
1646,V1646,2018,2018-04-27,4962460,01022002000392,189,Calistemo,0.95,12.06029787,6.1,6.91150851,13,4.4,5.1,L2,PUBLICO,1,USAQUEN,URBANIZACION BELMIRA,-74.028703252,4.718088472,4.0,April
1647,V1647,2018,2018-04-27,4962460,01022002000426,94,Sauco,0.23,4.03608855,7.2,1.7874352,10,4.4,5.1,L2,PUBLICO,1,USAQUEN,URBANIZACION BELMIRA,-74.028831322,4.718170202,4.0,April
1648,V1648,2018,2018-05-04,4969813,11010504000666,5,Pino patula,0.29,7.0,16.22,12.39390959,3,4.0,3.3,U13,Publico,11,SUBA,NIZA SUR II,-74.075442593,4.706221651,5.0,May
1649,V1649,2018,2018-05-04,4969813,NO REGISTRA,42,Eugenia,0.2,6.0,0.0,0.0,0,4.0,3.3,U13,Publico,11,SUBA,NIZA SUR II,-74.075193412,4.706104815,5.0,May
1650,V1650,2018,2018-05-04,4970772,NO REGISTRA,26,"Acacia negra, gris",0.0,0.0,0.0,0.0,0,9.4,4.1,U4,PUBLICO,2,CHAPINERO,LAS ACACIAS,-74.050586428,4.649605615,5.0,May
1651,V1651,2018,2018-05-05,4972057,13020603000055,25,Acacia japonesa,0.0,14.465123,0.0,0.0,0,1.6,3.6,U3,Publico,13,TEUSAQUILLO,ICBF SECCIONAL CUNDINAMARCA,-74.092718678,4.640961747,5.0,May
1652,V1652,2018,2018-05-06,4972809,13020902000203,25,Acacia japonesa,0.64,15.0,0.0,0.0,0,4.2,3.3,U13,publico,13,TEUSAQUILLO,URBANIZACION NICOLAS DE FEDERMAN II SECTOR,-74.084784813,4.647857603,5.0,May
1653,V1653,2018,2018-05-07,4975823,NO REGISTRA,94,Sauco,0.0,0.0,0.0,0.0,0,4.8,4.0,U13,publico,2,CHAPINERO,LAS ACACIAS,-74.050345648,4.650740596,5.0,May
1654,V1654,2018,2018-05-08,4975849Ôö¼├í,NO REGISTRA,94,Sauco,0.0,0.0,0.0,0.0,0,20.2,3.2,L3,Publico,10,ENGATIVA,ALAMOS II,-74.11885829,4.697030525,5.0,May
1655,V1655,2018,2018-05-08,4975844,NO REGISTRA,26,"Acacia negra, gris",0.0,0.0,0.0,0.0,0,17.6,2.9,U14,PUBLICO,8,KENNEDY,BARRIO JAQUELINE,-74.159654299,4.607017586,5.0,May
1656,V1656,2018,2018-05-08,4975846,NO REGISTRA,94,Sauco,0.0,0.0,0.0,0.0,0,14.8,3.5,L3,PUBLICO,13,TEUSAQUILLO,QUINTA PAREDES,-74.092535905,4.633850288,5.0,May
1657,V1657,2018,2018-05-08,4975846,NO REGISTRA,28,"Acacia baracatinga, acacia sabanera, acacia nigra",0.0,0.0,0.0,0.0,0,14.8,3.5,L3,PUBLICO,13,TEUSAQUILLO,QUINTA PAREDES,-74.092535905,4.633850288,5.0,May
1658,V1658,2018,2018-05-09,4975946,NO REGISTRA,25,Acacia japonesa,0.0,0.0,0.0,0.0,0,4.6,3.0,U13,PUBLICO,11,SUBA,CAMPANELLA I Y II ETAPA,-74.083131951,4.751637455,5.0,May
1659,V1659,2018,2018-05-09,4976028,NO REGISTRA,94,Sauco,0.0,0.0,0.0,0.0,0,4.1,3.2,L3,Publico,10,ENGATIVA,PORTAL DEL MORTINO,-74.119409724,4.715772052,5.0,May
1660,V1660,2018,2018-05-09,NO REGISTRA,NO REGISTRA,61,"Jazmin del cabo, laurel huesito",0.0,0.0,0.0,0.0,0,12.2,3.2,L3,PUBLICO,10,ENGATIVA,CLARITA,-74.105489751,4.692632046,5.0,May
1661,V1661,2018,2018-05-10,4977219,NO REGISTRA,58,Falso pimiento,0.0,0.0,0.0,0.0,0,1.6,3.1,U11,PUBLICO,7,BOSA,CIUDADELA EL PORVENIR,-74.183765302,4.642237969,5.0,May
1662,V1662,2018,2018-05-10,4977203,NO REGISTRA,25,Acacia japonesa,0.0,0.0,0.0,0.0,0,4.2,3.3,L2,Publico,2,CHAPINERO,URBANIZACION CHICO NORTE,-74.042263405,4.674482194,5.0,May
1663,V1663,2018,2018-05-12,4977418,NO REGISTRA,61,"Jazmin del cabo, laurel huesito",0.0,0.0,0.0,0.0,0,1.7,3.8,L3,PUBLICO,10,ENGATIVA,CLARITA,-74.105434429,4.692629836,5.0,May
1664,V1664,2018,2018-05-12,4977417,NO REGISTRA,70,"Tibar, pagoda o rodamonte",0.16,12.0,0.0,0.0,0,1.8,3.6,L2,PUBLICO,10,ENGATIVA,SERENA,-74.093225661,4.710267561,5.0,May
1665,V1665,2018,2018-05-12,4977933,NO REGISTRA,37,Caucho sabanero,0.15,11.0,0.0,0.0,0,4.1,2.7,U13,PUBLICO,3,SANTA FE,SAN MARTIN,-74.065611554,4.619219947,5.0,May
1666,V1666,2018,2018-05-13,4980003,NO REGISTRA,118,Acacia morada,0.0,0.0,0.0,0.0,0,11.9,3.6,L2,PUBLICO,1,USAQUEN,SANTA BARBARA CENTRAL II Y V SECTOR,-74.039481957,4.700251993,5.0,May
1667,V1667,2018,2018-05-15,4982811,NO REGISTRA,94,Sauco,0.04,6.0,0.0,0.0,0,3.2,3.2,SIN INFORMACION,PRIVADO,11,SUBA,BARRIO NIZA SUBA,-74.075911639,4.727973917,5.0,May
1668,V1668,2018,2018-05-15,4983033,NO REGISTRA,26,"Acacia negra, gris",0.0,0.0,0.0,0.0,0,20.4,3.7,L3,Publico,8,KENNEDY,URBANIZACION CIUDAD KENNEDY SPMZ 13,-74.157945916,4.623965117,5.0,May
1669,V1669,2018,2018-05-15,4983217,NO REGISTRA,26,"Acacia negra, gris",0.0,0.0,0.0,0.0,0,20.6,2.9,U10,Publico,5,USME,URBANIZACION SANTA COLOMA SUR,-74.109944238,4.513550102,5.0,May
1670,V1670,2018,2018-05-15,4983214,NO REGISTRA,118,Acacia morada,0.1,4.0,0.0,0.0,0,1.8,2.7,U13,Publico,1,USAQUEN,URBANIZACION LA CAROLINA,-74.040868684,4.70726378,5.0,May
1671,V1671,2018,2018-05-16,4983254,01014003000328,106,NN,0.0,2.61341691,2.0,1.6161049,5,0.0,4.3,U4,PUBLICO,1,USAQUEN,LA FLORESTA AGUAS,-74.037769546,4.802108911,5.0,May
1672,V1672,2018,2018-05-16,NO REGISTRA,04010401000770,26,"Acacia negra, gris",1.08,15.5553417,10.5,7.80405987,3,0.2,3.4,U4,publico,4,SAN CRISTOBAL,DESARROLLO URBANO LA COLMENA,-74.09478446,4.555631872,5.0,May
1673,V1673,2018,2018-05-16,4983293,08011904000308,26,"Acacia negra, gris",0.45,7.0,10.1,3.91001449,2,0.1,3.8,U13,Publico,8,KENNEDY,TONOLI III,-74.157390457,4.615972753,5.0,May
1674,V1674,2018,2018-05-16,NO REGISTRA,13021102000229,15,Eucalipto plateado,0.5,14.0,0.0,0.0,0,0.0,4.2,L3,PUBLICO,13,TEUSAQUILLO,URBANIZACION NICOLAS DE FEDERMAN I SECTOR,-74.082748607,4.644781718,5.0,May
1675,V1675,2018,2018-05-16,4983226,12010202000286,118,Acacia morada,0.0,5.70586981,0.0,0.0,0,0.0,4.1,L3,publico,12,BARRIOS UNIDOS,URBANIZACION EL LABRADOR,-74.087376563,4.670217166,5.0,May
1676,V1676,2018,2018-05-16,4983226,NO REGISTRA,37,Caucho sabanero,0.0,0.0,0.0,0.0,0,0.1,4.1,L3,publico,12,BARRIOS UNIDOS,JOSE JOAQUIN VARGAS,-74.085403582,4.669716771,5.0,May
1677,V1677,2018,2018-05-16,4983363,02020605000285,50,Alcaparro doble,0.4,6.0,5.5,2.69798171,6,0.0,3.3,H4,PUBLICO,2,CHAPINERO,URBANIZACION EL CHICO,-74.050604358,4.671505808,5.0,May
1678,V1678,2018,2018-05-17,4983411,NO REGISTRA,61,"Jazmin del cabo, laurel huesito",0.0,0.0,0.0,0.0,0,0.0,3.4,L3,PUBLICO,10,ENGATIVA,CLARITA,-74.105468931,4.692686271,5.0,May
1679,V1679,2018,2018-05-18,4983475,13021403000148,265,Pajarito,0.0,1.0,0.0,0.0,0,0.0,3.4,U13,PUBLICO,13,TEUSAQUILLO,BELALCAZAR NORTE,-74.078116933,4.643351267,5.0,May
1680,V1680,2018,2018-05-19,4983499,NO REGISTRA,78,Cayeno,0.0,0.0,0.0,0.0,0,1.1,2.9,U13,PUBLICO,16,PUENTE ARANDA,CAMELIA NORTE,-74.117292486,4.616755438,5.0,May
1681,V1681,2018,2018-05-19,4983512,10010103000784,79,"Chicala, chirlobirlo, flor amarillo",0.0,1.0,0.7,6.0,2,1.3,3.3,U4,PUBLICO,10,ENGATIVA,NORMANDIA I SECTOR,-74.101986633,4.669796568,5.0,May
1682,V1682,2018,2018-05-21,4983615,09011603000407,13,Eucalipto comun,2.25,31.09298684,11.5,25.42891507,2,1.0,3.3,P1,PUBLICO,9,FONTIBON,INDUSTRIAS PROMOTORAS METROSUR LTDA,-74.166028471,4.691576456,5.0,May
1683,V1683,2018,2018-05-21,4983613,13020604000327,25,Acacia japonesa,0.0,2.53276815,0.0,0.0,0,3.6,3.5,U14,PUBLICO,13,TEUSAQUILLO,INRAVISION,-74.091395679,4.637554949,5.0,May
1684,V1684,2018,2018-05-21,4983624,01020705000003,49,Sauce lloron,5.38,12.36253103,17.5,8.11766153,8,3.7,5.4,P1,PUBLICO,1,USAQUEN,UNICENTRO,-74.039892816,4.700480875,5.0,May
1685,V1685,2018,2018-05-22,4983655,09010703000054,94,Sauco,1.0,6.50845569,6.4,4.67343682,3,0.3,3.2,H4,PUBLICO,9,FONTIBON,AGRUPACION DE VIVIENDA BOSQUES DE MODELIA II ETAPA,-74.121565427,4.672218678,5.0,May
1686,V1686,2018,2018-05-22,4983655,09010703000054,94,Sauco,1.0,6.50845569,6.4,4.67343682,3,0.3,3.2,H4,PUBLICO,9,FONTIBON,AGRUPACION DE VIVIENDA BOSQUES DE MODELIA II ETAPA,-74.121565427,4.672218678,5.0,May
1687,V1687,2018,2018-05-22,4983668,11011803000096,25,Acacia japonesa,0.89,12.0,12.0,8.67794092,3,0.0,2.9,L3,PUBLICO,11,SUBA,URBANIZACION LA PUERTA DEL SOL,-74.103379678,4.745013194,5.0,May
1688,V1688,2018,2018-05-23,4983732,15010207000089,61,"Jazmin del cabo, laurel huesito",0.0,6.60881977,0.0,0.0,0,11.1,4.8,U13,PUBLICO,15,ANTONIO NARI├ö├Â┬úÔö£┬¬O,DESARROLLO POLICARPA SALAVARRIETA,-74.08875283,4.586226907,5.0,May
1689,V1689,2018,2018-05-26,4983864,13020301000185,25,Acacia japonesa,0.0,13.19566268,0.0,0.0,0,1.7,3.0,U13,PUBLICO,13,TEUSAQUILLO,URBANIZACION LA GRAN AMERICA,-74.086146561,4.626241919,5.0,May
1690,V1690,2018,2018-05-30,4983997,09011503000027,27,Acacia de jardin,0.54,7.0,5.1,2.76481571,12,1.2,4.6,U3,Publico,9,FONTIBON,CUNDINAMARCA,-74.153466212,4.673404116,5.0,May
1691,V1691,2018,2018-05-30,4984020,NO REGISTRA,94,Sauco,1.41,13.0,0.0,0.0,0,0.1,4.3,L3,Publico,11,SUBA,CONJUNTO RESIDENCIAL SAN DIEGO,-74.057249033,4.748374575,5.0,May
1692,V1692,2018,2018-06-01,NO REGISTRA,15010202000381,4,Pino candelabro,0.95,20.0,0.0,0.0,0,0.7,3.3,H4,Publico,15,ANTONIO NARI├ö├Â┬úÔö£┬¬O,LUNA PARK II SECTOR,-74.098836867,4.58904698,6.0,June
1693,V1693,2018,2018-06-02,NO REGISTRA,11012403000731,94,Sauco,1.87,6.02092254,7.4,1.6997996,7,4.0,3.8,P1,PUBLICO,11,SUBA,URBANIZACION COLPATRIA SANTA HELENA,-74.05067044,4.72870237,6.0,June
1694,V1694,2018,2018-06-05,4990919,NO REGISTRA,94,Sauco,1.41,13.0,0.0,0.0,0,0.0,3.6,U14,Publico,11,SUBA,NIZA SUR III,-74.07364745,4.709446336,6.0,June
1695,V1695,2018,2018-06-06,4991230,09011105000022,13,Eucalipto comun,0.614,28.0,13.0,14.95101925,2,0.0,3.8,L3,PUBLICO,9,FONTIBON,CAPELLANIA II SECTOR,-74.134423801,4.666561066,6.0,June
1696,V1696,2018,2018-06-06,4991230,09011105000023,25,Acacia japonesa,0.283,14.0,4.6,8.11896315,6,0.0,3.8,L3,PUBLICO,9,FONTIBON,CAPELLANIA II SECTOR,-74.134492063,4.666583205,6.0,June
1697,V1697,2018,2018-06-06,4991230,09011105000013,26,"Acacia negra, gris",0.248,11.0,5.1,9.56240547,2,0.0,3.8,L3,PUBLICO,9,FONTIBON,CAPELLANIA II SECTOR,-74.134573829,4.666645598,6.0,June
1698,V1698,2018,2018-06-06,4991572,01011402000214,26,"Acacia negra, gris",0.76,9.0,6.3,5.99379902,20,0.0,3.7,H4,publico,1,USAQUEN,GRANJAS DEL CONTADOR DE USAQUEN,-74.047830881,4.713535606,6.0,June
1699,V1699,2018,2018-06-06,4991450,NO REGISTRA,118,Acacia morada,0.23,6.0,0.0,0.0,0,0.0,3.4,L3,Publico,8,KENNEDY,LOTE EL TRIANGULO,-74.146383714,4.636554098,6.0,June
1700,V1700,2018,2018-06-07,4992992,10010604000755,26,"Acacia negra, gris",0.87,7.0,9.8,3.77112819,4,0.1,4.2,P1,PUBLICO,10,ENGATIVA,EL PINAR DE LOS ALAMOS II,-74.110190605,4.689811131,6.0,June
1701,V1701,2018,2018-06-07,4992992,10010604000656,26,"Acacia negra, gris",1.17,6.82412822,9.7,3.99830714,2,0.1,4.2,P1,PUBLICO,10,ENGATIVA,EL PINAR DE LOS ALAMOS II,-74.110061737,4.689739539,6.0,June
1702,V1702,2018,2018-06-07,4993818,16030204000222,25,Acacia japonesa,0.33,16.0,0.0,0.0,0,1.0,3.8,H4,Publico,16,PUENTE ARANDA,URBANIZACION LA GUACA,-74.116353085,4.601157988,6.0,June
1703,V1703,2018,2018-06-07,4995947,10010505000569,5,Pino patula,0.93,6.0,6.0,2.43496604,1,0.1,4.1,U13,PUBLICO,10,ENGATIVA,VILLA LUZ,-74.10711263,4.683439468,6.0,June
1704,V1704,2018,2018-06-08,4996344,11010904000473,48,"Sangregao, drago, croto",0.83,9.0,5.0,3.76272564,3,0.3,3.5,P1,PUBLICO,11,SUBA,URBANIZACION LA COLINA CAMPESTRE II SECTOR,-74.064817861,4.726500888,6.0,June
1705,V1705,2018,2018-06-12,5000406,02020703000089,44,Guayacan de manizales,1.21,18.0,17.2,12.06,5,0.0,3.3,U14,PUBLICO,2,CHAPINERO,URBANIZACION EL CHICO,-74.048991574,4.673096449,6.0,June
1706,V1706,2018,2018-06-15,5006118,15010403000042,118,Acacia morada,0.5,5.0,0.0,0.0,0,2.1,3.4,U13,publico,15,ANTONIO NARI├ö├Â┬úÔö£┬¬O,BARRIO SAN JORGE CENTRAL II SECTOR,-74.115752857,4.592573007,6.0,June
1707,V1707,2018,2018-06-18,5006184,18010802000226,36,"Caucho de la india, caucho",0.1,5.0,0.0,0.0,0,0.9,4.0,U10,PUBLICO,18,RAFAEL URIBE URIBE,QUIROGA VII ETAPA,-74.117674931,4.577912015,6.0,June
1708,V1708,2018,2018-06-18,5006201,NO REGISTRA,189,Calistemo,0.0,0.0,0.0,0.0,0,0.0,3.9,P1,PRIVADO,6,TUNJUELITO,ESCUELA DE ARTILLERIA,-74.123297328,4.550946227,6.0,June
1709,V1709,2018,2018-06-19,5006233,NO REGISTRA,25,Acacia japonesa,0.0,0.0,0.0,0.0,0,0.0,3.3,L3,PUBLICO,1,USAQUEN,URBANIZACION LOS MOLINOS,-74.048348297,4.688899605,6.0,June
1710,V1710,2018,2018-06-19,5006263,18010802000751,28,"Acacia baracatinga, acacia sabanera, acacia nigra",0.15,4.0,0.0,0.0,0,2.5,3.3,U2,publico,18,RAFAEL URIBE URIBE,URBANIZACION QUIROGA VIII ETAPA,-74.119256458,4.576499321,6.0,June
1711,V1711,2018,2018-06-19,5006266,13021202000245,37,Caucho sabanero,0.0,11.48488964,0.0,0.0,0,0.0,3.4,U11,Publico,13,TEUSAQUILLO,ESTADIO EL CAMPIN,-74.077076668,4.646983319,6.0,June
1712,V1712,2018,2018-06-20,5006285,18010802000751,28,"Acacia baracatinga, acacia sabanera, acacia nigra",0.0,3.68413258,0.0,0.0,0,1.4,3.2,U2,publico,18,RAFAEL URIBE URIBE,URBANIZACION QUIROGA VIII ETAPA,-74.119256458,4.576499321,6.0,June
1713,V1713,2018,2018-06-22,NO REGISTRA,01012502000071,79,"Chicala, chirlobirlo, flor amarillo",1.1,4.00254446,4.6,1.95650891,0,0.1,2.8,L2,publico,1,USAQUEN,URBANIZACION VILLAS DEL MEDITERRANEO,-74.034089975,4.736618729,6.0,June
1714,V1714,2018,2018-06-22,NO REGISTRA,01012502000071,79,"Chicala, chirlobirlo, flor amarillo",0.2,5.0,4.6,1.95650891,0,0.1,2.8,L2,publico,1,USAQUEN,URBANIZACION VILLAS DEL MEDITERRANEO,-74.034089975,4.736618729,6.0,June
1715,V1715,2018,2018-06-26,5006547,14010105000244,40,Durazno comun,0.0,5.8576952,0.0,0.0,0,1.4,2.9,U13,publico,14,LOS MARTIRES,SANTA ISABLE IV SECTOR URBANIZACION,-74.101748478,4.59630093,6.0,June
1716,V1716,2018,2018-06-27,NO REGISTRA,10011204001936,25,Acacia japonesa,1.73,9.08609886,6.6,6.99085269,10,3.0,3.3,H4,PUBLICO,10,ENGATIVA,CHUCUA DEL JABOQUE,-74.122020577,4.699546208,6.0,June
1717,V1717,2018,2018-06-27,NO REGISTRA,10011204001934,25,Acacia japonesa,1.01,7.97366882,12.9,5.87842265,9,3.0,3.3,H4,PUBLICO,10,ENGATIVA,CHUCUA DEL JABOQUE,-74.12201597,4.699614149,6.0,June
1718,V1718,2018,2018-06-28,NO REGISTRA,08011903000766,118,Acacia morada,0.47,7.11404189,3.5,2.86085503,2,3.1,3.2,P1,PUBLICO,8,KENNEDY,URBANIZACION SANTA LUISA,-74.156728981,4.611346302,6.0,June
1719,V1719,2018,2018-06-28,5013199,NO REGISTRA,5,Pino patula,0.0,0.0,0.0,0.0,0,12.3,5.1,U14,PUBLICO,1,USAQUEN,TORCA,-74.030732573,4.811677733,6.0,June
1720,V1720,2018,2018-07-04,5025836,18010301000160,25,Acacia japonesa,0.0,8.15049352,0.0,0.0,0,7.7,3.1,U11,Publico,18,RAFAEL URIBE URIBE,URBANIZACION MARRUECOS,-74.115717045,4.554910821,7.0,July
1721,V1721,2018,2018-07-04,5026151,11010609000127,37,Caucho sabanero,0.49,7.50324187,5.3,3.42546169,5,7.4,3.6,P1,PUBLICO,11,SUBA,BOSQUES DE SAN JORGE,-74.089382815,4.715943924,7.0,July
1722,V1722,2018,2018-07-04,5026151,11010609000250,118,Acacia morada,0.77,8.23558297,7.9,4.15780278,5,7.4,3.6,L3,PUBLICO,11,SUBA,BOSQUES DE SAN JORGE,-74.089515763,4.716451582,7.0,July
1723,V1723,2018,2018-07-04,5026858,09012601000368,25,Acacia japonesa,1.15,13.89945877,11.4,11.37514551,10,6.9,4.1,P1,PUBLICO,9,FONTIBON,URBANIZACION TARRAGONA,-74.11299721,4.665372287,7.0,July
1724,V1724,2018,2018-07-06,5032830,08011105001552,26,"Acacia negra, gris",2.2,15.39493979,12.2,9.80798053,0,0.0,3.5,U10,PRIVADO,8,KENNEDY,URBANIZACION CIUDAD DE KENNEDY ORIENTAL,-74.146061939,4.620765246,7.0,July
1725,V1725,2018,2018-07-08,5067390,NO REGISTRA,26,"Acacia negra, gris",0.0,0.0,0.0,0.0,0,4.4,2.9,P1,PRIVADO,6,TUNJUELITO,BARRIO EL REDENTOR,-74.143591437,4.577427276,7.0,July
1726,V1726,2018,2018-07-08,5039234,NO REGISTRA,25,Acacia japonesa,0.0,0.0,0.0,0.0,0,5.9,5.1,U13,PUBLICO,2,CHAPINERO,URBANIZACION EL ROSAL,-74.047457397,4.65785758,7.0,July
1727,V1727,2018,2018-07-09,5039772,NO REGISTRA,118,Acacia morada,0.0,0.0,0.0,0.0,0,0.8,4.6,P1,PRIVADO,11,SUBA,URBANIZACION HACIENDA SAN SEBASTIAN,-74.056702074,4.81805363,7.0,July
1728,V1728,2018,2018-07-09,5039932,NO REGISTRA,13,Eucalipto comun,0.0,0.0,0.0,0.0,0,0.2,3.0,U9,PUBLICO,7,BOSA,CIUDADELA EL PORVENIR,-74.185646111,4.637395075,7.0,July
1729,V1729,2018,2018-07-09,5039853,NO REGISTRA,25,Acacia japonesa,0.0,0.0,0.0,0.0,0,0.4,3.3,P1,PRIVADO,10,ENGATIVA,BOCHICA,-74.114749215,4.713358163,7.0,July
1730,V1730,2018,2018-07-09,5039770,NO REGISTRA,92,Holly liso,0.0,0.0,0.0,0.0,0,0.7,3.7,U13,PUBLICO,1,USAQUEN,URBANIZACION LA RESERVA DEL PALMAR,-74.039232957,4.744974102,7.0,July
1731,V1731,2018,2018-07-10,5042638,17010206000047,37,Caucho sabanero,0.0,4.5228192,0.0,0.0,0,3.7,4.2,U11,Publico,17,CANDELARIA,BARRIO LA CONCORDIA,-74.06882777,4.597861222,7.0,July
1732,V1732,2018,2018-07-10,5042932,03020704000274,54,"Cajeto, garagay, urapo",0.54,7.97293078,7.44,4.98181536,8,4.5,3.2,P1,publico,4,SAN CRISTOBAL,CIUDADELA PARQUE  DE LA ROCA,-74.077320952,4.576815862,7.0,July
1733,V1733,2018,2018-07-10,5043457,NO REGISTRA,28,"Acacia baracatinga, acacia sabanera, acacia nigra",0.0,0.0,0.0,0.0,0,3.6,3.6,U11,PUBLICO,5,USME,CIUDADELA DE USME LA ESPERANZA I ETAPA,-74.125204322,4.473325837,7.0,July
1734,V1734,2018,2018-07-11,5045575,16011302000387,94,Sauco,0.0,5.35430275,0.0,0.0,0,1.2,3.2,L3,PUBLICO,16,PUENTE ARANDA,URBANIZACION SAN FRANCISCO,-74.106689099,4.621129846,7.0,July
1735,V1735,2018,2018-07-11,5045575,16011302000394,94,Sauco,0.0,6.71568864,0.0,0.0,0,1.2,3.2,L3,PUBLICO,16,PUENTE ARANDA,URBANIZACION SAN FRANCISCO,-74.10672701,4.620946474,7.0,July
